1,3.096263,0.429759,-0.108497,4.308098,8.819671,1.025234,995.999207,walking ,WALKING,ENTER,55.931228,-3.143720,07:52:28
2,2.739871,0.125258,-0.336848,4.400846,8.712662,1.019661,996.038452,walking ,WALKING,ENTER,55.931259,-3.143503,07:52:38
3,2.722853,0.097190,0.170635,3.818531,8.277393,1.046377,996.048279,walking ,WALKING,ENTER,55.931327,-3.143321,07:52:48
4,3.074399,0.272425,2.221821,1.739408,5.877046,1.102259,996.142822,walking ,WALKING,ENTER,55.931454,-3.143186,07:52:58
5,3.008048,0.265770,2.514964,1.267004,5.597824,1.083206,996.166809,walking ,WALKING,ENTER,55.931488,-3.142947,07:53:08
6,3.250623,0.236701,3.346497,-0.070938,3.937414,1.176535,996.225037,walking ,WALKING,ENTER,55.931731,-3.142959,07:53:18
7,3.423686,0.168897,3.963119,-0.995185,2.711195,1.212934,996.239075,walking ,WALKING,ENTER,55.931871,-3.143051,07:53:28
8,3.284630,0.337210,4.436836,-1.719962,1.857443,1.204781,996.305725,walking ,WALKING,ENTER,55.931997,-3.142922,07:53:38
9,3.311905,0.038712,4.776708,-2.278404,1.166732,1.192979,996.385803,walking ,WALKING,ENTER,55.932096,-3.142830,07:53:48
10,3.340213,0.087196,5.043902,-2.794586,0.663751,1.217339,996.471497,walking ,WALKING,ENTER,55.932249,-3.142712,07:53:58
11,3.489876,0.695718,4.810781,-2.612085,1.008264,1.086397,996.504272,walking ,WALKING,ENTER,55.932292,-3.142499,07:54:08
12,2.803646,0.070267,4.570236,-2.395431,1.478293,1.057923,996.475525,walking ,WALKING,ENTER,55.932282,-3.142291,07:54:18
13,0.219965,0.042580,4.146392,-1.853072,2.247535,1.007943,996.380310,still,WALKING,ENTER,55.932359,-3.142165,07:54:38
14,0.036458,0.000239,3.862448,-1.456565,2.696059,1.011284,996.438843,still,WALKING,ENTER,55.932365,-3.142168,07:54:48
15,0.318732,0.019203,3.597145,-1.113058,3.088257,1.007959,996.382996,still,WALKING,ENTER,55.932370,-3.142146,07:54:58
16,0.049885,0.000263,3.346940,-0.791581,3.422597,1.009088,996.387085,still,WALKING,ENTER,55.932364,-3.142155,07:55:08
17,0.906934,0.164629,3.089543,-0.538217,3.726084,1.009051,996.418823,still,WALKING,ENTER,55.932381,-3.142147,07:55:18
18,0.050038,0.065535,2.919175,-0.311534,4.009520,1.006837,996.439514,still,WALKING,ENTER,55.932375,-3.142160,07:55:28
19,0.589062,0.553853,2.772336,-0.084104,4.252758,1.008030,996.398499,still,WALKING,ENTER,55.932368,-3.142151,07:55:38
